,ID,Label,Hemi,Network,regions,x,y,z,
304,305,A5_R,R,Auditory_Association,cortex,29.134363,113.095062,68.029224,
305,306,PHA1_R,R,Medial_Temporal,cortex,70.162458,92.5,55.005892,
306,307,PHA3_R,R,Medial_Temporal,cortex,56.793319,89.695198,55.185804,
307,308,STSda_R,R,Auditory_Association,cortex,38.705061,125.180919,55.141361,
308,309,STSdp_R,R,Auditory_Association,cortex,41.526702,98.094126,69.690254,
309,310,STSvp_R,R,Auditory_Association,cortex,30.95466,98.034257,65.971788,
310,311,TGd_R,R,Lateral_Temporal,cortex,55.264395,140.071941,34.559763,
311,312,TE1a_R,R,Lateral_Temporal,cortex,32.156938,125.713112,43.546788,
312,313,TE1p_R,R,Lateral_Temporal,cortex,27.790845,84.652057,59.44899,
313,314,TE2a_R,R,Lateral_Temporal,cortex,35.763051,107.785779,39.880513,
314,315,TF_R,R,Medial_Temporal,cortex,49.626318,105.570338,41.435842,
315,316,TE2p_R,R,Lateral_Temporal,cortex,41.843798,89.348137,49.277693,
316,317,PHT_R,R,Lateral_Temporal,cortex,30.004594,73.093109,65.673201,
317,318,PH_R,R,MT+_Complex_and_Neighboring_Visual_Areas,cortex,41.367731,64.734587,61.13861,
318,319,TPOJ1_R,R,Temporo-Parieto-Occipital_Junction,cortex,36.339798,82.305051,82.842828,
319,320,TPOJ2_R,R,Temporo-Parieto-Occipital_Junction,cortex,34.431659,69.409508,81.67477,
320,321,TPOJ3_R,R,Temporo-Parieto-Occipital_Junction,cortex,44.569097,65.107726,91.621328,
321,322,DVT_R,R,Posterior_Cingulate,cortex,71.658746,57.291089,104.820462,
322,323,PGp_R,R,Inferior_Parietal,cortex,45.491584,48.937135,98.336654,
323,324,IP2_R,R,Inferior_Parietal,cortex,49.719313,79.054936,117.186266,
324,325,IP1_R,R,Inferior_Parietal,cortex,56.10469,57.245394,114.665829,
325,326,IP0_R,R,Inferior_Parietal,cortex,56.220528,48.778455,98.620935,
326,327,PFop_R,R,Inferior_Parietal,cortex,28.000702,105.724719,95.294944,
327,328,PF_R,R,Inferior_Parietal,cortex,29.656612,96.343693,111.425046,
328,329,PFm_R,R,Inferior_Parietal,cortex,38.024068,76.292314,117.520769,
329,330,PGi_R,R,Inferior_Parietal,cortex,37.886767,66.21809,101.865327,
330,331,PGs_R,R,Inferior_Parietal,cortex,45.735542,57.616193,114.445321,
331,332,V6A_R,R,Dorsal_Stream_Visual,cortex,66.971053,43.206579,117.961842,
332,333,VMV1_R,R,Ventral_Stream_Visual,cortex,71.942782,73.198944,63.584507,
333,334,VMV3_R,R,Ventral_Stream_Visual,cortex,62.83642,64.92284,61.896605,
334,335,PHA2_R,R,Medial_Temporal,cortex,60.39823,91.648968,57.716814,
335,336,V4t_R,R,MT+_Complex_and_Neighboring_Visual_Areas,cortex,41.209816,53.52638,69.720245,
336,337,FST_R,R,MT+_Complex_and_Neighboring_Visual_Areas,cortex,38.91249,62.962609,72.511535,
337,338,V3CD_R,R,MT+_Complex_and_Neighboring_Visual_Areas,cortex,51.141138,43.050328,83.778993,
338,339,LO3_R,R,MT+_Complex_and_Neighboring_Visual_Areas,cortex,41.930187,53.481809,85.433628,
339,340,VMV2_R,R,Ventral_Stream_Visual,cortex,62.482,72.616,65.532,
340,341,31pd_R,R,Posterior_Cingulate,cortex,77.37785,74.687296,107.338762,
341,342,31a_R,R,Posterior_Cingulate,cortex,83.9,85.809091,114.561039,
342,343,VVC_R,R,Ventral_Stream_Visual,cortex,61.276977,79.81999,52.749876,
343,344,25_R,R,Anterior_Cingulate_and_Medial_Prefrontal,cortex,87.037037,143.861454,58.698217,
344,345,s32_R,R,Anterior_Cingulate_and_Medial_Prefrontal,cortex,86.948307,156.390374,55.54902,
345,346,pOFC_R,R,Anterior_Cingulate_and_Medial_Prefrontal,cortex,77.656757,138.762838,52.856757,
346,347,PoI1_R,R,Insular_and_Frontal_Opercular,cortex,52.45642,115.341143,68.178069,
347,348,Ig_R,R,Insular_and_Frontal_Opercular,cortex,54.984127,112.0839,86.482993,
348,349,FOP5_R,R,Insular_and_Frontal_Opercular,cortex,53.738178,153.878893,75.189158,
349,350,p10p_R,R,Orbital_and_Polar_Frontal,cortex,66.879454,187.415677,72.800475,
350,351,p47r_R,R,Inferior_Frontal,cortex,44.467343,172.381737,65.509195,
351,352,TGv_R,R,Lateral_Temporal,cortex,56.653745,123.570388,25.638589,
352,353,MBelt_R,R,Early_Auditory,cortex,43.806818,111.762784,74.931818,
353,354,LBelt_R,R,Early_Auditory,cortex,41.808564,101.870277,81.278338,
354,355,A4_R,R,Auditory_Association,cortex,25.519804,111.76766,76.545529,
355,356,STSva_R,R,Auditory_Association,cortex,32.924419,117.527907,54.337791,
356,357,TE1m_R,R,Lateral_Temporal,cortex,26.146605,102.236497,53.246528,
357,358,PI_R,R,Insular_and_Frontal_Opercular,cortex,47.013363,123.157016,57.926503,
358,359,a32pr_R,R,Anterior_Cingulate_and_Medial_Prefrontal,cortex,81.723096,153.990326,102.516324,
359,360,p24_R,R,Anterior_Cingulate_and_Medial_Prefrontal,cortex,86.096222,161.202423,88.541696,
360,361,L_Accumbens,NA,Subcortex,sctx,-9,12,-6,#6BD3FF
361,362,L_Amygdala,NA,Subcortex,sctx,-23,-5,-20,#6BD3FF
362,363,L_Caudate,NA,Subcortex,sctx,-13,6,11,#6BD3FF
363,364,L_Hippocampus,NA,Subcortex,sctx,-25,-23,-14,#6BD3FF
364,365,L_Pallidum,NA,Subcortex,sctx,-20,-5,-1,#6BD3FF
365,366,L_Putamen,NA,Subcortex,sctx,-26,0,0,#6BD3FF
366,367,L_Thalamus,NA,Subcortex,sctx,-11,-19,6,#6BD3FF
367,368,R_Accumbens,NA,Subcortex,sctx,10,12,-7,#6BD3FF
368,369,R_Amygdala,NA,Subcortex,sctx,24,-4,-20,#6BD3FF
369,370,R_Caudate,NA,Subcortex,sctx,14,9,10,#6BD3FF
370,371,R_Hippocampus,NA,Subcortex,sctx,27,-21,-14,#6BD3FF
371,372,R_Pallidum,NA,Subcortex,sctx,21,-4,-1,#6BD3FF
372,373,R_Putamen,NA,Subcortex,sctx,26,3,-1,#6BD3FF
373,374,R_Thalamus,NA,Subcortex,sctx,12,-18,7,#6BD3FF
374,375,Cereb_Visual,NA,Cerebellum,cereb,0,0,0,
375,376,Cereb_Somatomotor,NA,Cerebellum,cereb,0,0,0,
376,377,Cereb_Dorsal Attention,NA,Cerebellum,cereb,0,0,0,
377,378,Cereb_Ventral Attention,NA,Cerebellum,cereb,0,0,0,
378,379,Cereb_Limbic,NA,Cerebellum,cereb,0,0,0,
379,380,Cereb_Fronto-Parietal,NA,Cerebellum,cereb,0,0,0,
380,381,Cereb_Default-Mode,NA,Cerebellum,cereb,0,0,0,
381,382,Community1,NA,Brainstem,midbrain,0,0,0,#8a8a8a
382,383,Community2,NA,Brainstem,midbrain,0,0,0,#8a8a8a
383,384,Community3,NA,Brainstem,midbrain,0,0,0,#8a8a8a
384,385,Community4,NA,Brainstem,midbrain,0,0,0,#8a8a8a
385,386,Community5,NA,Brainstem,midbrain,0,0,0,#8a8a8a
386,387,Diencephalic,NA,Brainstem,midbrain,0,0,0,#8a8a8a
